Date,State,Daily Confirmed Cases,Daily Recovered Cases,Daily Death Cases,Cumulative Confirmed cases,Cumulative recovered Cases,Cumulative Death Cases
25-12-20,Anambra,0,0,0,307,274,19
26-12-20,Anambra,0,0,0,307,274,19
27-12-20,Anambra,1,0,0,308,274,19
28-12-20,Anambra,0,0,0,308,274,19
29-12-20,Anambra,0,0,0,308,274,19
30-12-20,Anambra,4,0,1,312,274,19
31-12-20,Anambra,0,0,0,312,274,19
01-01-21,Anambra,4,0,0,308,274,19
02-01-21,Anambra,14,0,0,322,274,20
03-01-21,Anambra,6,0,0,328,274,20
04-01-21,Anambra,0,0,0,328,274,20
05-01-21,Anambra,9,0,0,337,274,20
06-01-21,Anambra,0,0,0,337,274,20
07-01-21,Anambra,27,0,0,364,274,20
08-01-21,Anambra,0,0,0,364,274,20
09-01-21,Anambra,22,43,0,386,317,20
10-01-21,Anambra,0,0,0,386,317,20
11-01-21,Anambra,47,0,0,433,317,20
12-01-21,Anambra,0,0,0,433,317,20
13-01-21,Anambra,0,0,0,433,317,20
14-01-21,Anambra,27,17,0,460,334,20
15-01-21,Anambra,27,17,0,460,334,20
16-01-21,Anambra,27,17,0,513,334,20
17-01-21,Anambra,27,17,0,513,334,20
18-01-21,Anambra,27,17,0,515,334,20
19-01-21,Anambra,0,0,0,515,334,20
20-01-21,Anambra,50,0,0,565,334,20
21-01-21,Anambra,69,0,0,634,334,20
22-01-21,Anambra,0,0,0,634,334,20
23-01-21,Anambra,86,0,0,720,334,20
24-01-21,Anambra,0,0,0,720,334,20
25-01-21,Anambra,0,0,1,720,334,20
26-01-21,Anambra,0,0,0,720,334,20
27-01-21,Anambra,0,0,0,720,334,20
28-01-21,Anambra,87,0,0,807,334,19
29-01-21,Anambra,0,0,0,807,334,19
30-01-21,Anambra,86,0,0,893,334,19
31-01-21,Anambra,0,0,0,893,334,19
01-02-21,Anambra,0,0,0,893,334,19
02-02-21,Anambra,160,0,0,1053,334,19
03-02-21,Anambra,0,0,0,1053,334,19
04-02-21,Anambra,0,0,0,1053,334,19
05-02-21,Anambra,0,0,0,1053,334,19
06-02-21,Anambra,218,0,0,1271,334,19
07-02-21,Anambra,0,0,0,1271,334,19
08-02-21,Anambra,0,0,0,1271,334,19
09-02-21,Anambra,0,0,0,1271,334,19
10-02-21,Anambra,0,0,0,1271,334,19
11-02-21,Anambra,0,0,0,1271,334,19
12-02-21,Anambra,0,0,0,1271,334,19
13-02-21,Anambra,0,0,0,1271,334,19
14-02-21,Anambra,0,0,0,1271,334,19
15-02-21,Anambra,0,0,0,1271,334,19
16-02-21,Anambra,344,762,0,1615,1096,19
17-02-21,Anambra,0,0,0,1615,1096,19
18-02-21,Anambra,0,0,0,1615,1096,19
19-02-21,Anambra,0,0,0,1615,1096,19
20-02-21,Anambra,0,0,0,1615,1096,19
21-02-21,Anambra,0,0,0,1615,1096,19
22-02-21,Anambra,0,0,0,1615,1096,19
23-02-21,Anambra,0,0,0,1615,1096,19
24-02-21,Anambra,0,0,0,1615,1096,19
25-02-21,Anambra,26,319,0,1641,1415,19
26-02-21,Anambra,0,0,0,1641,1415,19
27-02-21,Anambra,0,0,0,1641,1415,19
28-02-21,Anambra,85,176,0,1726,1591,19
01-03-21,Anambra,0,0,0,1726,1591,19
02-03-21,Anambra,0,0,0,1726,1591,19
03-03-21,Anambra,0,0,0,1726,1591,19
04-03-21,Anambra,54,0,0,1780,1591,19
05-03-21,Anambra,31,8,0,1811,1599,19
06-03-21,Anambra,0,0,0,1811,1599,19
07-03-21,Anambra,2,0,0,1813,1599,19
08-03-21,Anambra,0,0,0,1813,1599,19
09-03-21,Anambra,0,0,0,1813,1599,19
10-03-21,Anambra,0,0,0,1813,1599,19
11-03-21,Anambra,0,0,0,1813,1599,19
12-03-21,Anambra,96,227,0,1909,1826,19
13-03-21,Anambra,0,0,0,1909,1826,19
14-03-21,Anambra,0,0,0,1909,1826,19
15-03-21,Anambra,0,0,0,1909,1826,19
16-03-21,Anambra,0,0,0,1909,1826,19
17-03-21,Anambra,0,0,0,1909,1826,19
18-03-21,Anambra,0,0,0,1909,1826,19
19-03-21,Anambra,0,0,0,1909,1826,19
20-03-21,Anambra,0,0,0,1909,1826,19
21-03-21,Anambra,0,0,0,1909,1826,19
22-03-21,Anambra,0,0,0,1909,1826,19
23-03-21,Anambra,0,0,0,1909,1826,19
24-03-21,Anambra,0,0,0,1909,1826,19
25-03-21,Anambra,0,0,0,1909,1826,19
26-03-21,Anambra,0,0,0,1909,1826,19
27-03-21,Anambra,0,0,0,1909,1826,19
28-03-21,Anambra,0,0,0,1909,1826,19
29-03-21,Anambra,0,0,0,1909,1826,19
30-03-21,Anambra,0,0,0,1909,1826,19
31-03-21,Anambra,0,0,0,1909,1826,19
01-04-21,Anambra,0,0,0,1909,1826,19
02-04-21,Anambra,0,0,0,1909,1826,19
03-04-21,Anambra,0,0,0,1909,1826,19
04-04-21,Anambra,0,0,0,1909,1826,19
05-04-21,Anambra,0,0,0,1909,1826,19
06-04-21,Anambra,0,0,0,1909,1826,19
07-04-21,Anambra,0,0,0,1909,1826,19
08-04-21,Anambra,0,0,0,1909,1826,19
09-04-21,Anambra,0,0,0,1909,1826,19
10-04-21,Anambra,0,0,0,1909,1826,19
23-02-20,Bauchi,0,0,0,0,0,0
24-02-20,Bauchi,0,0,0,0,0,0
25-02-20,Bauchi,0,0,0,0,0,0
26-02-20,Bauchi,0,0,0,0,0,0
27-02-20,Bauchi,0,0,0,0,0,0
28-02-20,Bauchi,0,0,0,0,0,0
29-02-20,Bauchi,0,0,0,0,0,0
01-03-20,Bauchi,0,0,0,0,0,0
02-03-20,Bauchi,0,0,0,0,0,0
03-03-20,Bauchi,0,0,0,0,0,0
04-03-20,Bauchi,0,0,0,0,0,0
05-03-20,Bauchi,0,0,0,0,0,0
06-03-20,Bauchi,0,0,0,0,0,0
07-03-20,Bauchi,0,0,0,0,0,0
08-03-20,Bauchi,0,0,0,0,0,0
09-03-20,Bauchi,0,0,0,0,0,0
10-03-20,Bauchi,0,0,0,0,0,0
11-03-20,Bauchi,0,0,0,0,0,0
12-03-20,Bauchi,0,0,0,0,0,0
13-03-20,Bauchi,0,0,0,0,0,0
14-03-20,Bauchi,0,0,0,0,0,0
15-03-20,Bauchi,0,0,0,0,0,0
16-03-20,Bauchi,0,0,0,0,0,0
17-03-20,Bauchi,0,0,0,0,0,0
18-03-20,Bauchi,0,0,0,0,0,0
19-03-20,Bauchi,0,0,0,0,0,0
20-03-20,Bauchi,0,0,0,0,0,0
21-03-20,Bauchi,0,0,0,0,0,0
22-03-20,Bauchi,0,0,0,0,0,0
23-03-20,Bauchi,0,0,0,0,0,0
24-03-20,Bauchi,1,0,0,1,0,0
25-03-20,Bauchi,0,0,0,1,0,0
26-03-20,Bauchi,1,0,0,2,0,0
27-03-20,Bauchi,0,0,0,2,0,0
28-03-20,Bauchi,0,0,0,2,0,0
29-03-20,Bauchi,0,0,0,2,0,0
30-03-20,Bauchi,0,0,0,2,0,0
31-03-20,Bauchi,0,0,0,2,0,0
01-04-20,Bauchi,1,0,0,3,0,0
02-04-20,Bauchi,0,0,0,3,0,0
03-04-20,Bauchi,0,0,0,3,0,0
04-04-20,Bauchi,3,0,0,6,0,0
05-04-20,Bauchi,0,0,0,6,0,0
06-04-20,Bauchi,0,0,0,6,0,0
07-04-20,Bauchi,0,0,0,6,0,0
08-04-20,Bauchi,0,0,0,6,0,0
09-04-20,Bauchi,0,0,0,6,0,0
10-04-20,Bauchi,0,0,0,6,0,0
11-04-20,Bauchi,0,0,0,6,0,0
12-04-20,Bauchi,0,0,0,6,0,0
13-04-20,Bauchi,0,0,0,6,0,0
14-04-20,Bauchi,0,0,0,6,0,0
15-04-20,Bauchi,0,0,0,6,0,0
16-04-20,Bauchi,0,0,0,6,0,0
17-04-20,Bauchi,0,0,0,6,0,0
18-04-20,Bauchi,0,1,0,6,1,0
19-04-20,Bauchi,1,0,0,7,1,0
20-04-20,Bauchi,0,4,0,7,5,0
21-04-20,Bauchi,1,0,0,8,5,0
22-04-20,Bauchi,0,0,0,8,5,0
23-04-20,Bauchi,0,0,0,8,5,0
24-04-20,Bauchi,0,0,0,8,5,0
25-04-20,Bauchi,3,0,0,11,5,0
26-04-20,Bauchi,3,1,0,14,6,0
27-04-20,Bauchi,0,0,0,14,6,0
28-04-20,Bauchi,15,0,0,29,6,0
29-04-20,Bauchi,0,0,0,29,6,0
30-04-20,Bauchi,9,0,0,38,6,0
01-05-20,Bauchi,10,0,0,48,6,0
02-05-20,Bauchi,5,0,0,53,6,0
03-05-20,Bauchi,18,0,0,71,6,0
04-05-20,Bauchi,9,0,1,80,6,0
05-05-20,Bauchi,3,0,0,83,6,0
06-05-20,Bauchi,0,0,0,83,6,0
07-05-20,Bauchi,19,0,0,102,6,0
08-05-20,Bauchi,15,0,2,117,6,1
09-05-20,Bauchi,44,0,0,161,6,1
10-05-20,Bauchi,20,0,0,181,6,1
11-05-20,Bauchi,1,1,0,182,7,1
12-05-20,Bauchi,8,16,0,190,23,3
13-05-20,Bauchi,16,2,0,206,25,3
14-05-20,Bauchi,1,0,2,207,25,3
15-05-20,Bauchi,3,16,0,210,41,3
16-05-20,Bauchi,2,28,0,212,69,3
17-05-20,Bauchi,3,0,0,215,69,3
18-05-20,Bauchi,7,14,0,222,83,5
19-05-20,Bauchi,2,29,0,224,112,5
20-05-20,Bauchi,0,18,0,224,130,5
21-05-20,Bauchi,4,3,0,228,133,5
22-05-20,Bauchi,2,23,2,230,156,5
23-05-20,Bauchi,2,9,0,232,165,5
24-05-20,Bauchi,0,0,0,232,165,5
25-05-20,Bauchi,0,0,0,232,165,5
26-05-20,Bauchi,1,38,0,233,203,7
27-05-20,Bauchi,0,0,1,233,203,7
28-05-20,Bauchi,1,2,0,234,205,7
29-05-20,Bauchi,2,3,0,236,208,7
30-05-20,Bauchi,0,6,0,236,214,7
31-05-20,Bauchi,2,6,0,238,220,8
01-06-20,Bauchi,2,1,0,240,221,8
02-06-20,Bauchi,1,1,1,241,222,8
03-06-20,Bauchi,5,0,0,246,222,8
04-06-20,Bauchi,10,0,0,256,222,8
05-06-20,Bauchi,25,0,0,281,222,8
06-06-20,Bauchi,5,2,1,286,224,9
07-06-20,Bauchi,5,0,0,291,224,9
08-06-20,Bauchi,4,0,0,295,224,9
09-06-20,Bauchi,69,0,1,364,224,9
10-06-20,Bauchi,10,6,0,374,230,10
11-06-20,Bauchi,18,0,0,392,230,10
12-06-20,Bauchi,10,0,0,402,230,10
13-06-20,Bauchi,8,14,0,410,244,11
14-06-20,Bauchi,0,0,0,410,244,11
15-06-20,Bauchi,12,0,0,422,244,11
16-06-20,Bauchi,8,3,0,430,247,11
17-06-20,Bauchi,0,41,0,430,288,11
18-06-20,Bauchi,8,34,0,438,322,11
19-06-20,Bauchi,9,0,0,447,322,11
20-06-20,Bauchi,0,0,1,447,322,11
21-06-20,Bauchi,17,2,0,464,324,11
22-06-20,Bauchi,3,0,0,467,324,11
23-06-20,Bauchi,15,23,0,482,347,11
24-06-20,Bauchi,6,21,0,488,368,12
25-06-20,Bauchi,5,10,0,493,378,12
26-06-20,Bauchi,4,46,0,497,424,12
27-06-20,Bauchi,0,0,0,497,424,12
28-06-20,Bauchi,3,15,0,500,439,12
29-06-20,Bauchi,0,0,0,500,439,12
30-06-20,Bauchi,3,10,0,503,449,12
01-07-20,Bauchi,2,12,0,505,461,12
02-07-20,Bauchi,7,5,0,512,466,12
03-07-20,Bauchi,4,1,0,516,467,12
04-07-20,Bauchi,0,4,1,516,471,12
05-07-20,Bauchi,0,1,0,516,472,12
06-07-20,Bauchi,0,3,0,516,475,12
07-07-20,Bauchi,0,10,0,516,485,12
08-07-20,Bauchi,3,12,0,519,497,13
09-07-20,Bauchi,0,1,0,519,498,13
10-07-20,Bauchi,0,0,0,519,498,13
11-07-20,Bauchi,0,0,0,519,498,13
12-07-20,Bauchi,2,7,0,521,505,13
13-07-20,Bauchi,0,0,0,521,505,13
14-07-20,Bauchi,0,0,0,521,505,13
15-07-20,Bauchi,0,0,0,521,505,13
16-07-20,Bauchi,1,0,0,522,505,13
17-07-20,Bauchi,0,0,0,522,505,13
18-07-20,Bauchi,7,1,0,529,506,13
19-07-20,Bauchi,0,0,0,529,506,13
20-07-20,Bauchi,2,0,0,531,506,13
21-07-20,Bauchi,0,0,0,531,506,13
22-07-20,Bauchi,3,0,0,534,506,13
23-07-20,Bauchi,1,0,0,535,506,13
24-07-20,Bauchi,0,2,0,535,508,13
25-07-20,Bauchi,3,8,0,538,516,13
26-07-20,Bauchi,0,0,0,538,516,13
27-07-20,Bauchi,1,0,0,539,516,13
28-07-20,Bauchi,0,2,0,539,518,13
29-07-20,Bauchi,0,0,0,539,518,13
30-07-20,Bauchi,2,0,0,541,518,13
31-07-20,Bauchi,19,2,0,560,520,13
01-08-20,Bauchi,0,0,0,560,520,13
02-08-20,Bauchi,0,0,0,560,520,13
03-08-20,Bauchi,1,0,1,561,520,13
04-08-20,Bauchi,4,1,0,565,521,13
05-08-20,Bauchi,3,0,0,568,521,13
06-08-20,Bauchi,6,0,0,574,521,13
07-08-20,Bauchi,2,5,0,576,526,14
08-08-20,Bauchi,0,0,0,576,526,14
09-08-20,Bauchi,1,2,0,577,528,14
10-08-20,Bauchi,0,0,0,577,528,14
11-08-20,Bauchi,1,2,0,578,530,14
12-08-20,Bauchi,1,0,0,579,530,14
13-08-20,Bauchi,1,3,0,580,533,14
14-08-20,Bauchi,1,0,0,581,533,14
15-08-20,Bauchi,1,4,0,582,537,14
16-08-20,Bauchi,1,1,0,583,538,14
17-08-20,Bauchi,13,0,0,596,538,14
18-08-20,Bauchi,11,1,0,607,539,14
19-08-20,Bauchi,0,0,0,607,539,14
20-08-20,Bauchi,0,0,0,607,539,14
21-08-20,Bauchi,0,0,0,607,539,14
22-08-20,Bauchi,0,0,0,607,539,14
23-08-20,Bauchi,36,6,0,643,545,14
24-08-20,Bauchi,1,0,0,644,545,14
25-08-20,Bauchi,0,0,0,644,545,14
26-08-20,Bauchi,1,2,0,645,547,14
27-08-20,Bauchi,12,1,0,657,548,14
28-08-20,Bauchi,9,2,0,666,550,14
29-08-20,Bauchi,0,0,0,666,550,14
30-08-20,Bauchi,1,31,0,667,581,14
31-08-20,Bauchi,0,0,0,667,581,14
01-09-20,Bauchi,1,52,0,668,633,14
02-09-20,Bauchi,1,0,0,669,633,14
03-09-20,Bauchi,0,0,0,669,633,14
04-09-20,Bauchi,0,4,0,669,637,14
05-09-20,Bauchi,0,0,0,669,637,14
06-09-20,Bauchi,1,7,0,670,644,14
07-09-20,Bauchi,0,0,0,670,644,14
08-09-20,Bauchi,0,0,0,670,644,14
09-09-20,Bauchi,1,2,0,671,646,14
10-09-20,Bauchi,0,0,0,671,646,14
11-09-20,Bauchi,8,0,0,679,646,14
12-09-20,Bauchi,0,0,0,679,646,14
13-09-20,Bauchi,0,2,0,679,648,14
14-09-20,Bauchi,1,8,0,680,656,14
15-09-20,Bauchi,0,0,0,680,656,14
16-09-20,Bauchi,1,0,0,681,656,14
17-09-20,Bauchi,1,2,0,682,658,14
18-09-20,Bauchi,7,0,0,689,658,14
19-09-20,Bauchi,0,0,0,689,658,14
20-09-20,Bauchi,0,0,0,689,658,14
21-09-20,Bauchi,2,0,0,691,658,14
22-09-20,Bauchi,1,6,0,692,664,14
23-09-20,Bauchi,0,0,0,692,664,14
24-09-20,Bauchi,0,0,0,692,664,14
25-09-20,Bauchi,0,0,0,692,664,14
26-09-20,Bauchi,5,4,0,697,668,14
27-09-20,Bauchi,1,0,0,698,668,14
28-09-20,Bauchi,1,0,0,699,668,14
29-09-20,Bauchi,0,0,0,699,668,14
30-09-20,Bauchi,0,0,0,699,668,14
01-10-20,Bauchi,0,0,0,699,668,14
02-10-20,Bauchi,0,9,0,699,677,14
03-10-20,Bauchi,0,0,0,699,677,14
04-10-20,Bauchi,0,0,0,699,677,14
05-10-20,Bauchi,5,10,0,704,687,14
06-10-20,Bauchi,0,0,0,704,687,14
07-10-20,Bauchi,0,0,0,704,687,14
08-10-20,Bauchi,3,0,0,707,687,14
09-10-20,Bauchi,0,0,0,707,687,14
10-10-20,Bauchi,3,0,0,710,687,14
11-10-20,Bauchi,0,0,0,710,687,14
12-10-20,Bauchi,0,0,0,710,687,14
13-10-20,Bauchi,0,0,0,710,687,14
14-10-20,Bauchi,0,0,0,710,687,14
15-10-20,Bauchi,0,3,0,710,690,14
16-10-20,Bauchi,0,0,0,710,690,14
17-10-20,Bauchi,0,0,0,710,690,14
18-10-20,Bauchi,0,0,0,710,690,14
19-10-20,Bauchi,0,0,0,710,690,14
20-10-20,Bauchi,0,0,0,710,690,14
21-10-20,Bauchi,0,6,0,710,696,14
22-10-20,Bauchi,0,0,0,710,696,14
23-10-20,Bauchi,0,0,0,710,696,14
24-10-20,Bauchi,0,0,0,710,696,14
25-10-20,Bauchi,0,0,0,710,696,14
26-10-20,Bauchi,0,0,0,710,696,14
27-10-20,Bauchi,0,0,0,710,696,14
28-10-20,Bauchi,1,0,0,711,696,14
29-10-20,Bauchi,0,0,0,711,696,14
30-10-20,Bauchi,2,0,0,713,696,14
31-10-20,Bauchi,0,0,0,713,696,14
01-11-20,Bauchi,0,0,0,713,696,14
02-11-20,Bauchi,0,0,0,713,696,14
03-11-20,Bauchi,1,0,0,714,696,14
04-11-20,Bauchi,1,0,0,715,696,14
05-11-20,Bauchi,2,3,0,717,699,14
06-11-20,Bauchi,3,0,0,720,699,14
07-11-20,Bauchi,0,0,0,720,699,14
08-11-20,Bauchi,0,0,0,720,699,14
09-11-20,Bauchi,0,0,0,720,699,14
10-11-20,Bauchi,7,0,0,727,699,14
11-11-20,Bauchi,12,0,0,739,699,14
12-11-20,Bauchi,2,9,0,741,708,14
13-11-20,Bauchi,3,0,0,744,708,14
14-11-20,Bauchi,0,0,0,744,708,14
15-11-20,Bauchi,0,0,0,744,708,14
16-11-20,Bauchi,0,0,0,744,708,14
17-11-20,Bauchi,6,12,0,750,720,14
18-11-20,Bauchi,0,0,0,750,720,14
19-11-20,Bauchi,2,0,0,752,720,14
20-11-20,Bauchi,0,0,0,752,720,14
21-11-20,Bauchi,1,0,0,753,720,14
22-11-20,Bauchi,0,0,0,753,720,14
23-11-20,Bauchi,0,0,0,753,720,14
24-11-20,Bauchi,0,0,0,753,720,14
25-11-20,Bauchi,9,6,0,762,726,14
26-11-20,Bauchi,3,0,0,765,726,14
27-11-20,Bauchi,5,0,0,770,726,14
28-11-20,Bauchi,0,0,0,770,726,14
29-11-20,Bauchi,0,0,0,770,726,14
30-11-20,Bauchi,0,0,0,770,726,14
01-12-20,Bauchi,3,6,0,773,732,14
02-12-20,Bauchi,1,0,0,774,732,14
03-12-20,Bauchi,4,3,0,778,735,14
04-12-20,Bauchi,4,7,0,782,742,14
05-12-20,Bauchi,0,0,0,782,742,14
06-12-20,Bauchi,0,0,0,782,742,14
07-12-20,Bauchi,8,0,0,790,742,14
08-12-20,Bauchi,2,14,0,792,756,14
09-12-20,Bauchi,0,0,0,792,756,14
10-12-20,Bauchi,10,8,0,802,764,14
11-12-20,Bauchi,0,0,0,802,764,14
12-12-20,Bauchi,0,0,0,802,764,14
13-12-20,Bauchi,6,0,0,808,764,14
14-12-20,Bauchi,2,7,0,810,771,14
15-12-20,Bauchi,44,0,0,854,771,14
16-12-20,Bauchi,6,0,0,860,771,14
17-12-20,Bauchi,18,0,0,878,771,14
18-12-20,Bauchi,19,2,0,897,773,14
19-12-20,Bauchi,0,2,0,897,775,14
20-12-20,Bauchi,0,0,0,897,775,14
21-12-20,Bauchi,0,0,0,897,775,14
22-12-20,Bauchi,7,21,0,904,796,14
23-12-20,Bauchi,8,17,3,912,813,14
24-12-20,Bauchi,0,0,0,912,813,14
25-12-20,Bauchi,33,0,0,945,813,14
26-12-20,Bauchi,19,0,0,964,813,14
27-12-20,Bauchi,4,34,0,968,847,17
28-12-20,Bauchi,1,0,0,969,847,17
29-12-20,Bauchi,9,0,0,978,847,17
30-12-20,Bauchi,0,0,0,978,847,17
31-12-20,Bauchi,31,10,0,1009,857,17
01-01-21,Bauchi,0,0,0,1009,857,17
02-01-21,Bauchi,11,3,0,1020,860,17
03-01-21,Bauchi,0,0,0,1020,860,17
04-01-21,Bauchi,18,5,0,1038,865,17
05-01-21,Bauchi,14,4,0,1052,869,17
06-01-21,Bauchi,0,0,0,1052,869,17
07-01-21,Bauchi,19,10,0,1071,879,17
08-01-21,Bauchi,8,4,0,1079,883,17
09-01-21,Bauchi,3,21,0,1082,904,17
10-01-21,Bauchi,0,0,0,1082,904,17
11-01-21,Bauchi,11,41,0,1093,945,17
12-01-21,Bauchi,7,8,0,1100,953,17
13-01-21,Bauchi,0,0,0,1100,953,17
14-01-21,Bauchi,7,11,0,1107,964,17
15-01-21,Bauchi,7,11,0,1107,964,17
16-01-21,Bauchi,7,11,0,1107,964,17
17-01-21,Bauchi,7,11,0,1107,964,17
18-01-21,Bauchi,7,11,0,1107,964,17
19-01-21,Bauchi,0,0,0,1107,964,17
20-01-21,Bauchi,0,95,0,1107,1059,17
21-01-21,Bauchi,5,0,0,1112,1059,17
22-01-21,Bauchi,8,4,0,1120,1063,17
23-01-21,Bauchi,0,0,0,1120,1063,17
24-01-21,Bauchi,0,0,0,1120,1063,17
25-01-21,Bauchi,0,0,0,1120,1063,17
26-01-21,Bauchi,11,9,0,1131,1072,17
27-01-21,Bauchi,5,11,0,1136,1083,17
28-01-21,Bauchi,5,2,0,1141,1085,17
29-01-21,Bauchi,1,32,0,1142,1117,17
30-01-21,Bauchi,0,0,0,1142,1117,17
31-01-21,Bauchi,0,0,0,1142,1117,17
01-02-21,Bauchi,4,0,0,1146,1117,17
02-02-21,Bauchi,11,1,0,1157,1118,17
03-02-21,Bauchi,7,26,0,1164,1144,17
04-02-21,Bauchi,0,0,0,1164,1144,17
05-02-21,Bauchi,0,0,0,1164,1144,17
06-02-21,Bauchi,0,0,0,1164,1144,17
07-02-21,Bauchi,0,0,0,1164,1144,17
08-02-21,Bauchi,2,0,0,1166,1144,17
09-02-21,Bauchi,4,34,0,1170,1178,17
10-02-21,Bauchi,6,0,0,1176,1178,17
11-02-21,Bauchi,16,0,0,1192,1178,17
12-02-21,Bauchi,3,0,0,1195,1178,17
13-02-21,Bauchi,0,0,0,1195,1178,17
14-02-21,Bauchi,0,0,0,1195,1178,17
15-02-21,Bauchi,12,0,0,1207,1178,17
16-02-21,Bauchi,0,0,0,1207,1178,17
17-02-21,Bauchi,3,0,0,1210,1178,17
18-02-21,Bauchi,0,0,0,1210,1178,17
19-02-21,Bauchi,0,0,0,1210,1178,17
20-02-21,Bauchi,3,18,0,1213,1196,17
21-02-21,Bauchi,2,0,0,1215,1196,17
22-02-21,Bauchi,3,0,0,1218,1196,17
23-02-21,Bauchi,3,0,0,1221,1196,17
24-02-21,Bauchi,0,0,0,1221,1196,17
25-02-21,Bauchi,0,0,0,1221,1196,17
26-02-21,Bauchi,3,0,0,1224,1196,17
27-02-21,Bauchi,0,0,0,1224,1196,17
28-02-21,Bauchi,0,0,0,1224,1196,17
01-03-21,Bauchi,4,0,0,1228,1196,17
02-03-21,Bauchi,4,0,0,1232,1196,17
03-03-21,Bauchi,0,0,0,1232,1196,17
04-03-21,Bauchi,0,0,0,1232,1196,17
05-03-21,Bauchi,0,0,0,1232,1196,17
06-03-21,Bauchi,5,0,0,1237,1196,17
07-03-21,Bauchi,37,0,0,1274,1196,17
08-03-21,Bauchi,7,2,0,1281,1198,17
09-03-21,Bauchi,64,0,0,1345,1198,17
10-03-21,Bauchi,75,29,0,1420,1227,17
11-03-21,Bauchi,22,40,0,1442,1267,17
12-03-21,Bauchi,0,0,0,1442,1267,17
13-03-21,Bauchi,21,0,0,1463,1267,17
14-03-21,Bauchi,0,0,0,1463,1267,17
15-03-21,Bauchi,19,0,0,1482,1267,17
16-03-21,Bauchi,0,0,0,1482,1267,17
17-03-21,Bauchi,0,0,0,1482,1267,17
18-03-21,Bauchi,0,0,0,1482,1267,17
19-03-21,Bauchi,0,0,0,1482,1267,17
20-03-21,Bauchi,6,0,0,1488,1267,17
21-03-21,Bauchi,0,0,0,1488,1267,17
22-03-21,Bauchi,0,0,0,1488,1267,17
23-03-21,Bauchi,26,157,0,1514,1424,17
24-03-21,Bauchi,0,0,0,1514,1424,17
25-03-21,Bauchi,0,0,0,1514,1424,17
26-03-21,Bauchi,2,0,0,1516,1424,17
27-03-21,Bauchi,0,0,0,1516,1424,17
28-03-21,Bauchi,5,77,0,1521,1501,17
29-03-21,Bauchi,0,0,0,1521,1501,17
30-03-21,Bauchi,0,0,0,1521,1501,17
31-03-21,Bauchi,8,0,0,1529,1501,17
01-04-21,Bauchi,2,0,0,1531,1501,17
02-04-21,Bauchi,0,0,0,1531,1501,17
03-04-21,Bauchi,0,0,0,1531,1501,17
04-04-21,Bauchi,0,0,0,1531,1501,17
05-04-21,Bauchi,0,0,0,1531,1501,17
06-04-21,Bauchi,4,52,0,1535,1553,17
07-04-21,Bauchi,3,38,0,1538,1515,17
08-04-21,Bauchi,0,0,0,1538,1515,17
09-04-21,Bauchi,2,0,0,1540,1515,17
10-04-21,Bauchi,0,0,0,1540,1515,17
23-02-20,Bayelsa,0,0,0,0,0,0
24-02-20,Bayelsa,0,0,0,0,0,0
25-02-20,Bayelsa,0,0,0,0,0,0
26-02-20,Bayelsa,0,0,0,0,0,0
27-02-20,Bayelsa,0,0,0,0,0,0
28-02-20,Bayelsa,0,0,0,0,0,0
29-02-20,Bayelsa,0,0,0,0,0,0
01-03-20,Bayelsa,0,0,0,0,0,0
02-03-20,Bayelsa,0,0,0,0,0,0
03-03-20,Bayelsa,0,0,0,0,0,0
04-03-20,Bayelsa,0,0,0,0,0,0
05-03-20,Bayelsa,0,0,0,0,0,0
06-03-20,Bayelsa,0,0,0,0,0,0
07-03-20,Bayelsa,0,0,0,0,0,0
08-03-20,Bayelsa,0,0,0,0,0,0
09-03-20,Bayelsa,0,0,0,0,0,0
10-03-20,Bayelsa,0,0,0,0,0,0
11-03-20,Bayelsa,0,0,0,0,0,0
12-03-20,Bayelsa,0,0,0,0,0,0
13-03-20,Bayelsa,0,0,0,0,0,0
14-03-20,Bayelsa,0,0,0,0,0,0
15-03-20,Bayelsa,0,0,0,0,0,0
16-03-20,Bayelsa,0,0,0,0,0,0
17-03-20,Bayelsa,0,0,0,0,0,0
18-03-20,Bayelsa,0,0,0,0,0,0
19-03-20,Bayelsa,0,0,0,0,0,0
20-03-20,Bayelsa,0,0,0,0,0,0
21-03-20,Bayelsa,0,0,0,0,0,0
22-03-20,Bayelsa,0,0,0,0,0,0
23-03-20,Bayelsa,0,0,0,0,0,0
24-03-20,Bayelsa,0,0,0,0,0,0
25-03-20,Bayelsa,0,0,0,0,0,0
26-03-20,Bayelsa,0,0,0,0,0,0
27-03-20,Bayelsa,0,0,0,0,0,0
28-03-20,Bayelsa,0,0,0,0,0,0
29-03-20,Bayelsa,0,0,0,0,0,0
30-03-20,Bayelsa,0,0,0,0,0,0
31-03-20,Bayelsa,0,0,0,0,0,0
01-04-20,Bayelsa,0,0,0,0,0,0
02-04-20,Bayelsa,0,0,0,0,0,0
03-04-20,Bayelsa,0,0,0,0,0,0
04-04-20,Bayelsa,0,0,0,0,0,0
05-04-20,Bayelsa,0,0,0,0,0,0
06-04-20,Bayelsa,0,0,0,0,0,0
07-04-20,Bayelsa,0,0,0,0,0,0
08-04-20,Bayelsa,0,0,0,0,0,0
09-04-20,Bayelsa,0,0,0,0,0,0
10-04-20,Bayelsa,0,0,0,0,0,0
11-04-20,Bayelsa,0,0,0,0,0,0
12-04-20,Bayelsa,0,0,0,0,0,0
