Date,State,Daily Confirmed Cases,Daily Recovered Cases,Daily Death Cases,Cumulative Confirmed cases,Cumulative recovered Cases,Cumulative Death Cases
23-02-20,Abia,0,0,0,0,0,0
24-02-20,Abia,0,0,0,0,0,0
25-02-20,Abia,0,0,0,0,0,0
26-02-20,Abia,0,0,0,0,0,0
27-02-20,Abia,0,0,0,0,0,0
28-02-20,Abia,0,0,0,0,0,0
29-02-20,Abia,0,0,0,0,0,0
01-03-20,Abia,0,0,0,0,0,0
02-03-20,Abia,0,0,0,0,0,0
03-03-20,Abia,0,0,0,0,0,0
04-03-20,Abia,0,0,0,0,0,0
05-03-20,Abia,0,0,0,0,0,0
06-03-20,Abia,0,0,0,0,0,0
07-03-20,Abia,0,0,0,0,0,0
08-03-20,Abia,0,0,0,0,0,0
09-03-20,Abia,0,0,0,0,0,0
10-03-20,Abia,0,0,0,0,0,0
11-03-20,Abia,0,0,0,0,0,0
12-03-20,Abia,0,0,0,0,0,0
13-03-20,Abia,0,0,0,0,0,0
14-03-20,Abia,0,0,0,0,0,0
15-03-20,Abia,0,0,0,0,0,0
16-03-20,Abia,0,0,0,0,0,0
17-03-20,Abia,0,0,0,0,0,0
18-03-20,Abia,0,0,0,0,0,0
19-03-20,Abia,0,0,0,0,0,0
20-03-20,Abia,0,0,0,0,0,0
21-03-20,Abia,0,0,0,0,0,0
22-03-20,Abia,0,0,0,0,0,0
23-03-20,Abia,0,0,0,0,0,0
24-03-20,Abia,0,0,0,0,0,0
25-03-20,Abia,0,0,0,0,0,0
26-03-20,Abia,0,0,0,0,0,0
27-03-20,Abia,0,0,0,0,0,0
28-03-20,Abia,0,0,0,0,0,0
29-03-20,Abia,0,0,0,0,0,0
30-03-20,Abia,0,0,0,0,0,0
31-03-20,Abia,0,0,0,0,0,0
01-04-20,Abia,0,0,0,0,0,0
02-04-20,Abia,0,0,0,0,0,0
03-04-20,Abia,0,0,0,0,0,0
04-04-20,Abia,0,0,0,0,0,0
05-04-20,Abia,0,0,0,0,0,0
06-04-20,Abia,0,0,0,0,0,0
07-04-20,Abia,0,0,0,0,0,0
08-04-20,Abia,0,0,0,0,0,0
09-04-20,Abia,0,0,0,0,0,0
10-04-20,Abia,0,0,0,0,0,0
11-04-20,Abia,0,0,0,0,0,0
12-04-20,Abia,0,0,0,0,0,0
13-04-20,Abia,0,0,0,0,0,0
14-04-20,Abia,0,0,0,0,0,0
15-04-20,Abia,0,0,0,0,0,0
16-04-20,Abia,0,0,0,0,0,0
17-04-20,Abia,0,0,0,0,0,0
18-04-20,Abia,0,0,0,0,0,0
19-04-20,Abia,0,0,0,0,0,0
20-04-20,Abia,2,0,0,2,0,0
21-04-20,Abia,0,0,0,2,0,0
22-04-20,Abia,0,0,0,2,0,0
23-04-20,Abia,0,0,0,2,0,0
24-04-20,Abia,0,0,0,2,0,0
25-04-20,Abia,0,0,0,2,0,0
26-04-20,Abia,0,0,0,2,0,0
27-04-20,Abia,0,0,0,2,0,0
28-04-20,Abia,0,0,0,2,0,0
29-04-20,Abia,0,0,0,2,0,0
30-04-20,Abia,0,0,0,2,0,0
01-05-20,Abia,0,0,0,2,0,0
02-05-20,Abia,0,0,0,2,0,0
03-05-20,Abia,0,1,0,2,1,0
04-05-20,Abia,0,0,0,2,1,0
05-05-20,Abia,0,0,0,2,1,0
06-05-20,Abia,0,0,0,2,1,0
07-05-20,Abia,0,0,0,2,1,0
08-05-20,Abia,0,0,0,2,1,0
09-05-20,Abia,0,0,0,2,1,0
10-05-20,Abia,0,0,0,2,1,0
11-05-20,Abia,0,0,0,2,1,0
12-05-20,Abia,0,0,0,2,1,0
13-05-20,Abia,0,0,0,2,1,0
14-05-20,Abia,0,0,0,2,1,0
15-05-20,Abia,0,0,0,2,1,0
16-05-20,Abia,0,0,0,2,1,0
17-05-20,Abia,3,0,0,5,1,0
18-05-20,Abia,0,0,0,5,1,0
19-05-20,Abia,0,0,0,5,1,0
20-05-20,Abia,2,0,0,7,1,0
21-05-20,Abia,0,0,0,7,1,0
22-05-20,Abia,0,0,0,7,1,0
23-05-20,Abia,0,0,0,7,1,0
24-05-20,Abia,0,0,0,7,1,0
25-05-20,Abia,0,2,0,7,3,0
26-05-20,Abia,1,0,0,8,3,0
27-05-20,Abia,2,0,0,10,3,0
28-05-20,Abia,0,0,0,10,3,0
29-05-20,Abia,0,0,0,10,3,0
30-05-20,Abia,0,0,0,10,3,0
31-05-20,Abia,0,0,0,10,3,0
01-06-20,Abia,5,4,0,15,7,0
02-06-20,Abia,0,0,0,15,7,0
03-06-20,Abia,0,0,0,15,7,0
04-06-20,Abia,0,0,0,15,7,0
05-06-20,Abia,0,0,0,15,7,0
06-06-20,Abia,1,0,0,16,7,0
07-06-20,Abia,67,0,0,83,7,0
08-06-20,Abia,0,0,0,83,7,0
09-06-20,Abia,14,0,0,97,7,0
10-06-20,Abia,0,9,0,97,16,0
11-06-20,Abia,0,0,0,97,16,0
12-06-20,Abia,54,0,0,151,16,0
13-06-20,Abia,0,2,0,151,18,0
14-06-20,Abia,15,2,0,166,20,0
15-06-20,Abia,7,0,0,173,20,0
16-06-20,Abia,0,0,0,173,20,0
17-06-20,Abia,0,0,0,173,20,0
18-06-20,Abia,0,0,0,173,20,0
19-06-20,Abia,48,73,3,221,93,3
20-06-20,Abia,0,0,0,221,93,3
21-06-20,Abia,1,0,0,222,93,3
22-06-20,Abia,10,0,0,232,93,3
23-06-20,Abia,20,0,0,252,93,3
24-06-20,Abia,28,80,0,280,173,3
25-06-20,Abia,8,0,0,288,173,3
26-06-20,Abia,9,0,0,297,173,3
27-06-20,Abia,5,0,0,302,173,3
28-06-20,Abia,0,34,0,302,207,3
29-06-20,Abia,0,0,0,302,207,3
30-06-20,Abia,8,0,0,310,207,3
01-07-20,Abia,10,0,0,320,207,3
02-07-20,Abia,31,0,0,351,207,3
03-07-20,Abia,31,0,0,382,207,3
04-07-20,Abia,1,11,0,383,218,3
05-07-20,Abia,2,0,0,385,218,3
06-07-20,Abia,6,0,0,391,218,3
07-07-20,Abia,9,0,0,400,218,3
08-07-20,Abia,0,0,0,400,218,3
09-07-20,Abia,1,47,0,401,265,3
10-07-20,Abia,1,0,0,402,265,3
11-07-20,Abia,3,30,0,405,295,3
12-07-20,Abia,0,0,0,405,295,3
13-07-20,Abia,0,0,0,405,295,3
14-07-20,Abia,8,0,0,413,295,3
15-07-20,Abia,0,0,0,413,295,3
16-07-20,Abia,43,70,0,456,365,3
17-07-20,Abia,4,0,0,460,365,3
18-07-20,Abia,19,0,0,479,365,3
19-07-20,Abia,0,0,0,479,365,3
20-07-20,Abia,47,26,0,526,391,3
21-07-20,Abia,0,0,0,526,391,3
22-07-20,Abia,1,0,1,527,391,4
23-07-20,Abia,0,0,0,527,391,4
24-07-20,Abia,0,0,0,527,391,4
25-07-20,Abia,9,35,0,536,426,4
26-07-20,Abia,0,0,0,536,426,4
27-07-20,Abia,9,0,1,545,426,5
28-07-20,Abia,0,0,0,545,426,5
29-07-20,Abia,0,0,0,545,426,5
30-07-20,Abia,0,0,0,545,426,5
31-07-20,Abia,0,0,0,545,426,5
01-08-20,Abia,6,45,0,551,471,5
02-08-20,Abia,31,0,0,582,471,5
03-08-20,Abia,20,0,0,602,471,5
04-08-20,Abia,0,0,0,602,471,5
05-08-20,Abia,23,46,0,625,517,5
06-08-20,Abia,0,0,0,625,517,5
07-08-20,Abia,0,0,0,625,517,5
08-08-20,Abia,19,0,0,644,517,5
09-08-20,Abia,0,0,0,644,517,5
10-08-20,Abia,0,0,0,644,517,5
11-08-20,Abia,19,0,0,663,517,5
12-08-20,Abia,0,0,0,663,517,5
13-08-20,Abia,14,29,0,677,546,5
14-08-20,Abia,0,0,0,677,546,5
15-08-20,Abia,0,0,0,677,546,5
16-08-20,Abia,0,0,0,677,546,5
17-08-20,Abia,28,33,0,705,579,5
18-08-20,Abia,2,0,0,707,579,5
19-08-20,Abia,6,0,1,713,579,6
20-08-20,Abia,13,0,0,726,579,6
21-08-20,Abia,0,0,0,726,579,6
22-08-20,Abia,13,64,0,739,643,6
23-08-20,Abia,10,0,1,749,643,7
24-08-20,Abia,1,0,0,750,643,7
25-08-20,Abia,5,0,0,755,643,7
26-08-20,Abia,4,26,0,759,669,7
27-08-20,Abia,0,0,0,759,669,7
28-08-20,Abia,4,0,0,763,669,7
29-08-20,Abia,0,0,0,763,669,7
30-08-20,Abia,8,28,1,771,697,8
31-08-20,Abia,0,0,0,771,697,8
01-09-20,Abia,5,0,0,776,697,8
02-09-20,Abia,22,15,0,798,712,8
03-09-20,Abia,0,0,0,798,712,8
04-09-20,Abia,9,0,0,807,712,8
05-09-20,Abia,0,0,0,807,712,8
06-09-20,Abia,0,0,0,807,712,8
07-09-20,Abia,9,0,0,816,712,8
08-09-20,Abia,0,0,0,816,712,8
09-09-20,Abia,0,0,0,816,712,8
10-09-20,Abia,0,0,0,816,712,8
11-09-20,Abia,11,59,0,827,771,8
12-09-20,Abia,1,0,0,828,771,8
13-09-20,Abia,0,0,0,828,771,8
14-09-20,Abia,0,21,0,828,792,8
15-09-20,Abia,0,0,0,828,792,8
16-09-20,Abia,7,0,0,835,792,8
17-09-20,Abia,0,0,0,835,792,8
18-09-20,Abia,46,10,0,881,802,8
19-09-20,Abia,0,45,0,881,847,8
20-09-20,Abia,0,0,0,881,847,8
21-09-20,Abia,0,0,0,881,847,8
22-09-20,Abia,0,0,0,881,847,8
23-09-20,Abia,0,0,0,881,847,8
24-09-20,Abia,0,0,0,881,847,8
25-09-20,Abia,0,0,0,881,847,8
26-09-20,Abia,10,0,0,891,847,8
27-09-20,Abia,0,0,0,891,847,8
28-09-20,Abia,3,25,0,894,872,8
29-09-20,Abia,0,0,0,894,872,8
30-09-20,Abia,1,0,0,895,872,8
01-10-20,Abia,0,0,0,895,872,8
02-10-20,Abia,2,0,0,897,872,8
03-10-20,Abia,1,0,0,898,872,8
04-10-20,Abia,0,0,0,898,872,8
05-10-20,Abia,0,0,0,898,872,8
06-10-20,Abia,0,0,0,898,872,8
07-10-20,Abia,0,0,0,898,872,8
08-10-20,Abia,0,0,0,898,872,8
09-10-20,Abia,0,0,0,898,872,8
10-10-20,Abia,0,0,0,898,872,8
11-10-20,Abia,0,0,0,898,872,8
12-10-20,Abia,0,0,0,898,872,8
13-10-20,Abia,0,0,0,898,872,8
14-10-20,Abia,0,0,0,898,872,8
15-10-20,Abia,0,0,0,898,872,8
16-10-20,Abia,0,0,0,898,872,8
17-10-20,Abia,0,0,0,898,872,8
18-10-20,Abia,0,0,0,898,872,8
19-10-20,Abia,0,0,0,898,872,8
20-10-20,Abia,0,0,0,898,872,8
21-10-20,Abia,0,0,0,898,872,8
22-10-20,Abia,0,0,0,898,872,8
23-10-20,Abia,0,0,0,898,872,8
24-10-20,Abia,0,0,0,898,872,8
25-10-20,Abia,0,0,0,898,872,8
26-10-20,Abia,0,0,0,898,872,8
27-10-20,Abia,0,0,0,898,872,8
28-10-20,Abia,0,0,0,898,872,8
29-10-20,Abia,0,0,0,898,872,8
30-10-20,Abia,0,0,0,898,872,8
31-10-20,Abia,0,0,0,898,872,8
01-11-20,Abia,0,0,0,898,872,8
02-11-20,Abia,0,0,0,898,872,8
03-11-20,Abia,21,34,1,919,906,9
04-11-20,Abia,0,0,0,919,906,9
05-11-20,Abia,0,0,0,919,906,9
06-11-20,Abia,7,2,0,926,908,9
07-11-20,Abia,0,0,0,926,908,9
08-11-20,Abia,0,0,0,926,908,9
09-11-20,Abia,0,0,0,926,908,9
10-11-20,Abia,0,0,0,926,908,9
11-11-20,Abia,0,0,0,926,908,9
12-11-20,Abia,0,0,0,926,908,9
13-11-20,Abia,0,0,0,926,908,9
14-11-20,Abia,0,0,0,926,908,9
15-11-20,Abia,0,0,0,926,908,9
16-11-20,Abia,0,0,0,926,908,9
17-11-20,Abia,0,0,0,926,908,9
18-11-20,Abia,0,0,0,926,908,9
19-11-20,Abia,0,0,0,926,908,9
20-11-20,Abia,0,0,0,926,908,9
21-11-20,Abia,0,0,0,926,908,9
22-11-20,Abia,0,0,0,926,908,9
23-11-20,Abia,0,0,0,926,908,9
24-11-20,Abia,0,0,0,926,908,9
25-11-20,Abia,0,0,0,926,908,9
26-11-20,Abia,0,0,0,926,908,9
27-11-20,Abia,0,0,0,926,908,9
28-11-20,Abia,0,0,0,926,908,9
29-11-20,Abia,0,0,0,926,908,9
30-11-20,Abia,0,0,0,926,908,9
01-12-20,Abia,0,0,0,926,908,9
02-12-20,Abia,0,0,0,926,908,9
03-12-20,Abia,0,0,0,926,908,9
04-12-20,Abia,0,0,0,926,908,9
05-12-20,Abia,0,0,0,926,908,9
06-12-20,Abia,0,0,0,926,908,9
07-12-20,Abia,0,0,0,926,908,9
08-12-20,Abia,0,0,0,926,908,9
09-12-20,Abia,0,0,0,926,908,9
10-12-20,Abia,0,0,0,926,908,9
11-12-20,Abia,0,0,0,926,908,9
12-12-20,Abia,0,0,0,926,908,9
13-12-20,Abia,47,29,1,973,937,10
14-12-20,Abia,0,0,0,973,937,10
15-12-20,Abia,0,0,0,973,937,10
16-12-20,Abia,0,0,0,973,937,10
17-12-20,Abia,0,0,0,973,937,10
18-12-20,Abia,7,8,0,980,945,10
19-12-20,Abia,0,0,0,980,945,10
20-12-20,Abia,0,0,0,980,945,10
21-12-20,Abia,3,12,0,983,957,10
22-12-20,Abia,0,0,0,983,957,10
23-12-20,Abia,0,0,0,983,957,10
24-12-20,Abia,0,0,0,983,957,10
25-12-20,Abia,0,0,0,983,957,10
26-12-20,Abia,0,0,0,983,957,10
27-12-20,Abia,0,0,0,983,957,10
28-12-20,Abia,0,0,0,983,957,10
29-12-20,Abia,0,0,0,983,957,10
30-12-20,Abia,22,11,0,1005,968,10
31-12-20,Abia,10,0,0,1015,968,10
01-01-21,Abia,15,0,0,1000,968,10
02-01-21,Abia,0,0,0,1000,968,10
03-01-21,Abia,28,0,0,1028,968,10
04-01-21,Abia,8,11,1,1036,979,11
05-01-21,Abia,0,0,0,1036,979,11
06-01-21,Abia,0,0,0,1036,979,11
07-01-21,Abia,46,7,0,1082,986,11
08-01-21,Abia,0,0,0,1082,986,11
09-01-21,Abia,4,3,0,1086,989,11
10-01-21,Abia,0,0,0,1086,989,11
11-01-21,Abia,0,0,0,1086,989,11
12-01-21,Abia,9,0,0,1095,989,11
13-01-21,Abia,0,0,0,1095,989,11
14-01-21,Abia,19,25,0,1114,1014,11
15-01-21,Abia,19,25,0,1114,1014,11
16-01-21,Abia,19,25,0,1129,1014,11
17-01-21,Abia,19,25,0,1129,1014,11
18-01-21,Abia,19,25,0,1134,1014,11
19-01-21,Abia,0,0,0,1134,1014,11
20-01-21,Abia,0,0,0,1134,1014,11
21-01-21,Abia,0,0,0,1134,1014,11
22-01-21,Abia,28,55,1,1162,1069,12
23-01-21,Abia,0,0,0,1162,1069,12
24-01-21,Abia,41,6,0,1203,1075,12
25-01-21,Abia,0,0,0,1203,1075,12
26-01-21,Abia,0,0,0,1203,1075,12
27-01-21,Abia,17,19,0,1220,1094,12
28-01-21,Abia,0,0,0,1220,1094,12
29-01-21,Abia,0,0,0,1220,1094,12
30-01-21,Abia,0,0,0,1220,1094,12
31-01-21,Abia,0,0,0,1220,1094,12
01-02-21,Abia,0,0,0,1220,1094,12
02-02-21,Abia,103,96,0,1323,1190,12
03-02-21,Abia,0,0,0,1323,1190,12
04-02-21,Abia,0,0,0,1323,1190,12
05-02-21,Abia,15,22,1,1338,1212,13
06-02-21,Abia,0,0,0,1338,1212,13
07-02-21,Abia,0,0,0,1338,1212,13
08-02-21,Abia,0,0,0,1338,1212,13
09-02-21,Abia,0,0,0,1338,1212,13
10-02-21,Abia,0,0,0,1338,1212,13
11-02-21,Abia,0,0,0,1338,1212,13
12-02-21,Abia,0,0,0,1338,1212,13
13-02-21,Abia,0,0,0,1338,1212,13
14-02-21,Abia,0,0,0,1338,1212,13
15-02-21,Abia,0,0,0,1338,1212,13
16-02-21,Abia,17,95,4,1355,1307,17
17-02-21,Abia,19,0,0,1374,1307,17
18-02-21,Abia,34,37,0,1408,1344,17
19-02-21,Abia,11,0,1,1419,1344,18
20-02-21,Abia,21,16,0,1440,1360,18
21-02-21,Abia,0,0,0,1440,1360,18
22-02-21,Abia,0,0,0,1440,1360,18
23-02-21,Abia,32,28,2,1472,1388,20
24-02-21,Abia,15,8,0,1487,1396,20
25-02-21,Abia,19,18,0,1506,1414,20
26-02-21,Abia,8,13,0,1514,1427,20
27-02-21,Abia,0,0,0,1514,1427,20
28-02-21,Abia,6,0,1,1520,1427,21
01-03-21,Abia,0,0,0,1520,1427,21
02-03-21,Abia,10,61,0,1530,1488,21
03-03-21,Abia,3,0,0,1533,1488,21
04-03-21,Abia,22,0,0,1555,1488,21
05-03-21,Abia,13,15,0,1568,1503,21
06-03-21,Abia,20,0,0,1588,1503,21
07-03-21,Abia,0,0,0,1588,1503,21
08-03-21,Abia,0,0,0,1588,1503,21
09-03-21,Abia,0,0,0,1588,1503,21
10-03-21,Abia,0,0,0,1588,1503,21
11-03-21,Abia,8,48,0,1596,1551,21
12-03-21,Abia,29,13,0,1625,1564,21
13-03-21,Abia,0,0,0,1625,1564,21
14-03-21,Abia,4,0,0,1629,1564,21
15-03-21,Abia,0,0,0,1629,1564,21
16-03-21,Abia,2,24,0,1631,1588,21
17-03-21,Abia,0,0,0,1631,1588,21
18-03-21,Abia,13,4,0,1644,1592,21
19-03-21,Abia,5,27,0,1649,1619,21
20-03-21,Abia,0,0,0,1649,1619,21
21-03-21,Abia,0,0,0,1649,1619,21
22-03-21,Abia,0,0,0,1649,1619,21
23-03-21,Abia,0,0,0,1649,1619,21
24-03-21,Abia,0,0,0,1649,1619,21
25-03-21,Abia,0,0,0,1649,1619,21
26-03-21,Abia,0,0,0,1649,1619,21
27-03-21,Abia,0,0,0,1649,1619,21
28-03-21,Abia,16,24,0,1665,1643,21
29-03-21,Abia,0,0,0,1665,1643,21
30-03-21,Abia,0,0,0,1665,1643,21
31-03-21,Abia,0,0,0,1665,1643,21
01-04-21,Abia,0,0,0,1665,1643,21
02-04-21,Abia,0,0,0,1665,1643,21
03-04-21,Abia,0,0,0,1665,1643,21
04-04-21,Abia,11,2,0,1676,1645,21
05-04-21,Abia,0,0,0,1676,1645,21
06-04-21,Abia,1,0,0,1677,1645,21
07-04-21,Abia,0,0,0,1677,1645,21
08-04-21,Abia,0,0,0,1677,1645,21
09-04-21,Abia,6,0,1,1683,1645,22
10-04-21,Abia,0,0,0,1683,1645,22
23-02-20,Adamawa,0,0,0,0,0,0
24-02-20,Adamawa,0,0,0,0,0,0
25-02-20,Adamawa,0,0,0,0,0,0
26-02-20,Adamawa,0,0,0,0,0,0
27-02-20,Adamawa,0,0,0,0,0,0
28-02-20,Adamawa,0,0,0,0,0,0
29-02-20,Adamawa,0,0,0,0,0,0
01-03-20,Adamawa,0,0,0,0,0,0
02-03-20,Adamawa,0,0,0,0,0,0
03-03-20,Adamawa,0,0,0,0,0,0
04-03-20,Adamawa,0,0,0,0,0,0
05-03-20,Adamawa,0,0,0,0,0,0
06-03-20,Adamawa,0,0,0,0,0,0
07-03-20,Adamawa,0,0,0,0,0,0
08-03-20,Adamawa,0,0,0,0,0,0
09-03-20,Adamawa,0,0,0,0,0,0
10-03-20,Adamawa,0,0,0,0,0,0
11-03-20,Adamawa,0,0,0,0,0,0
12-03-20,Adamawa,0,0,0,0,0,0
13-03-20,Adamawa,0,0,0,0,0,0
14-03-20,Adamawa,0,0,0,0,0,0
15-03-20,Adamawa,0,0,0,0,0,0
16-03-20,Adamawa,0,0,0,0,0,0
17-03-20,Adamawa,0,0,0,0,0,0
18-03-20,Adamawa,0,0,0,0,0,0
19-03-20,Adamawa,0,0,0,0,0,0
20-03-20,Adamawa,0,0,0,0,0,0
21-03-20,Adamawa,0,0,0,0,0,0
22-03-20,Adamawa,0,0,0,0,0,0
23-03-20,Adamawa,0,0,0,0,0,0
24-03-20,Adamawa,0,0,0,0,0,0
25-03-20,Adamawa,0,0,0,0,0,0
26-03-20,Adamawa,0,0,0,0,0,0
27-03-20,Adamawa,0,0,0,0,0,0
28-03-20,Adamawa,0,0,0,0,0,0
29-03-20,Adamawa,0,0,0,0,0,0
30-03-20,Adamawa,0,0,0,0,0,0
31-03-20,Adamawa,0,0,0,0,0,0
01-04-20,Adamawa,0,0,0,0,0,0
02-04-20,Adamawa,0,0,0,0,0,0
03-04-20,Adamawa,0,0,0,0,0,0
04-04-20,Adamawa,0,0,0,0,0,0
05-04-20,Adamawa,0,0,0,0,0,0
06-04-20,Adamawa,0,0,0,0,0,0
07-04-20,Adamawa,0,0,0,0,0,0
08-04-20,Adamawa,0,0,0,0,0,0
09-04-20,Adamawa,0,0,0,0,0,0
10-04-20,Adamawa,0,0,0,0,0,0
11-04-20,Adamawa,0,0,0,0,0,0
12-04-20,Adamawa,0,0,0,0,0,0
13-04-20,Adamawa,0,0,0,0,0,0
14-04-20,Adamawa,0,0,0,0,0,0
15-04-20,Adamawa,0,0,0,0,0,0
16-04-20,Adamawa,0,0,0,0,0,0
17-04-20,Adamawa,0,0,0,0,0,0
18-04-20,Adamawa,0,0,0,0,0,0
19-04-20,Adamawa,0,0,0,0,0,0
20-04-20,Adamawa,0,0,0,0,0,0
21-04-20,Adamawa,0,0,0,0,0,0
22-04-20,Adamawa,1,0,0,1,0,0
23-04-20,Adamawa,0,0,0,1,0,0
24-04-20,Adamawa,0,0,0,1,0,0
25-04-20,Adamawa,0,0,0,1,0,0
26-04-20,Adamawa,0,0,0,1,0,0
27-04-20,Adamawa,0,0,0,1,0,0
28-04-20,Adamawa,0,0,0,1,0,0
29-04-20,Adamawa,1,0,0,2,0,0
30-04-20,Adamawa,0,0,0,2,0,0
01-05-20,Adamawa,2,0,0,4,0,0
02-05-20,Adamawa,0,0,0,4,0,0
03-05-20,Adamawa,2,0,0,6,0,0
04-05-20,Adamawa,6,0,0,12,0,0
05-05-20,Adamawa,2,0,0,14,0,0
06-05-20,Adamawa,1,0,0,15,0,0
07-05-20,Adamawa,0,0,0,15,0,0
08-05-20,Adamawa,0,0,0,15,0,0
09-05-20,Adamawa,2,0,0,17,0,0
10-05-20,Adamawa,0,0,0,17,0,0
11-05-20,Adamawa,4,4,0,21,4,0
12-05-20,Adamawa,0,0,0,21,4,0
13-05-20,Adamawa,0,0,0,21,4,0
14-05-20,Adamawa,0,3,0,21,7,0
15-05-20,Adamawa,0,4,0,21,11,0
16-05-20,Adamawa,0,0,0,21,11,0
17-05-20,Adamawa,0,0,0,21,11,0
18-05-20,Adamawa,0,2,0,21,13,0
19-05-20,Adamawa,5,0,1,26,13,0
20-05-20,Adamawa,0,0,1,26,13,1
21-05-20,Adamawa,1,0,0,27,13,2
22-05-20,Adamawa,0,0,0,27,13,2
23-05-20,Adamawa,0,5,0,27,18,2
24-05-20,Adamawa,0,0,0,27,18,2
25-05-20,Adamawa,0,0,0,27,18,2
26-05-20,Adamawa,0,0,1,27,18,2
27-05-20,Adamawa,11,2,0,38,20,3
28-05-20,Adamawa,0,0,1,38,20,3
29-05-20,Adamawa,0,0,0,38,20,4
30-05-20,Adamawa,0,0,0,38,20,4
31-05-20,Adamawa,0,0,0,38,20,4
01-06-20,Adamawa,4,7,0,42,27,4
02-06-20,Adamawa,0,0,0,42,27,4
03-06-20,Adamawa,0,0,0,42,27,4
04-06-20,Adamawa,0,0,0,42,27,4
05-06-20,Adamawa,0,0,0,42,27,4
06-06-20,Adamawa,0,0,0,42,27,4
07-06-20,Adamawa,0,0,0,42,27,4
08-06-20,Adamawa,0,0,0,42,27,4
09-06-20,Adamawa,0,7,0,42,34,4
10-06-20,Adamawa,0,0,0,42,34,4
11-06-20,Adamawa,0,0,0,42,34,4
12-06-20,Adamawa,0,0,0,42,34,4
13-06-20,Adamawa,0,0,0,42,34,4
14-06-20,Adamawa,0,0,0,42,34,4
15-06-20,Adamawa,0,0,0,42,34,4
16-06-20,Adamawa,0,3,0,42,37,4
17-06-20,Adamawa,0,0,0,42,37,4
18-06-20,Adamawa,0,0,0,42,37,4
19-06-20,Adamawa,0,0,0,42,37,4
20-06-20,Adamawa,0,0,1,42,37,4
21-06-20,Adamawa,3,0,0,45,37,5
22-06-20,Adamawa,0,0,0,45,37,5
23-06-20,Adamawa,0,0,0,45,37,5
24-06-20,Adamawa,13,0,1,58,37,5
25-06-20,Adamawa,15,0,0,73,37,6
26-06-20,Adamawa,0,0,0,73,37,6
27-06-20,Adamawa,0,0,0,73,37,6
28-06-20,Adamawa,11,1,0,84,38,6
29-06-20,Adamawa,0,9,0,84,47,6
30-06-20,Adamawa,0,0,0,84,47,6
01-07-20,Adamawa,0,0,0,84,47,6
02-07-20,Adamawa,5,0,0,89,47,6
03-07-20,Adamawa,0,0,0,89,47,6
04-07-20,Adamawa,0,5,1,89,52,6
05-07-20,Adamawa,10,0,0,99,52,7
06-07-20,Adamawa,0,19,0,99,71,7
07-07-20,Adamawa,0,0,0,99,71,7
08-07-20,Adamawa,1,0,0,100,71,7
09-07-20,Adamawa,0,0,0,100,71,7
10-07-20,Adamawa,0,0,0,100,71,7
11-07-20,Adamawa,10,0,0,110,71,7
12-07-20,Adamawa,0,0,0,110,71,7
13-07-20,Adamawa,0,12,0,110,83,7
14-07-20,Adamawa,0,0,0,110,83,7
15-07-20,Adamawa,0,0,1,110,83,7
16-07-20,Adamawa,1,0,0,111,83,8
17-07-20,Adamawa,0,0,0,111,83,8
18-07-20,Adamawa,4,0,1,115,83,8
19-07-20,Adamawa,0,2,0,115,85,9
20-07-20,Adamawa,0,0,0,115,85,9
21-07-20,Adamawa,0,0,0,115,85,9
22-07-20,Adamawa,0,0,0,115,85,9
23-07-20,Adamawa,0,0,0,115,85,9
24-07-20,Adamawa,0,0,0,115,85,9
25-07-20,Adamawa,25,0,0,140,85,9
26-07-20,Adamawa,0,0,0,140,85,9
27-07-20,Adamawa,0,0,0,140,85,9
28-07-20,Adamawa,0,0,0,140,85,9
29-07-20,Adamawa,0,0,0,140,85,9
30-07-20,Adamawa,0,0,0,140,85,9
31-07-20,Adamawa,23,0,0,163,85,9
01-08-20,Adamawa,1,0,1,164,85,9
02-08-20,Adamawa,0,0,0,164,85,10
03-08-20,Adamawa,0,0,1,164,85,10
04-08-20,Adamawa,12,0,0,176,85,11
05-08-20,Adamawa,0,0,0,176,85,11
06-08-20,Adamawa,0,0,1,176,85,11
07-08-20,Adamawa,9,1,0,185,86,12
08-08-20,Adamawa,0,0,0,185,86,12
09-08-20,Adamawa,0,0,0,185,86,12
10-08-20,Adamawa,0,4,0,185,90,12
11-08-20,Adamawa,0,0,0,185,90,12
12-08-20,Adamawa,0,14,0,185,104,12
13-08-20,Adamawa,0,0,0,185,104,12
14-08-20,Adamawa,0,0,0,185,104,12
15-08-20,Adamawa,0,0,0,185,104,12
16-08-20,Adamawa,0,15,0,185,119,12
17-08-20,Adamawa,0,0,0,185,119,12
18-08-20,Adamawa,0,4,0,185,123,12
19-08-20,Adamawa,0,0,0,185,123,12
20-08-20,Adamawa,0,0,3,185,123,12
21-08-20,Adamawa,21,36,0,206,159,15
22-08-20,Adamawa,0,0,0,206,159,15
23-08-20,Adamawa,0,0,0,206,159,15
24-08-20,Adamawa,11,0,0,217,159,15
25-08-20,Adamawa,0,0,0,217,159,15
26-08-20,Adamawa,0,0,0,217,159,15
27-08-20,Adamawa,0,0,0,217,159,15
28-08-20,Adamawa,4,21,0,221,180,15
29-08-20,Adamawa,0,0,0,221,180,15
30-08-20,Adamawa,0,0,0,221,180,15
31-08-20,Adamawa,7,0,0,228,180,15
01-09-20,Adamawa,0,0,0,228,180,15
02-09-20,Adamawa,0,0,0,228,180,15
